4787	MLM	ORD	1805	2200	235
4785	MLM	LAX	710	830	200
4784	MLM	SFO	650	850	240
9133	BOM	FRA	250	755	515
8910	MUC	AMS	1055	1225	90
4607	MUC	AOI	1040	1220	100
4609	MUC	AOI	1935	2110	95
9044	MUC	ESB	1125	1515	170
9189	MUC	TXL	905	1010	65
9185	MUC	TXL	1105	1210	65
4611	MUC	BLQ	900	1015	75
4632	MUC	BLQ	1040	1200	80
4634	MUC	BLQ	1450	1615	85
8902	MUC	BOS	1125	1355	510
9102	MUC	BRU	1100	1220	80
9084	MUC	OTP	1145	1445	120
8855	MUC	ORD	1115	1400	585
9157	MUC	CGN	910	1015	65
9153	MUC	CGN	1135	1240	65
9155	MUC	CGN	1445	1550	65
8896	MUC	DUS	730	840	70
9177	MUC	DUS	900	1010	70
9179	MUC	DUS	1110	1220	70
4619	MUC	PSA	1040	1220	100
4621	MUC	PSA	1945	2125	100
8895	MUC	FRA	620	730	70
9181	MUC	FRA	645	755	70
8945	MUC	FRA	745	855	70
8947	MUC	FRA	825	935	70
8973	MUC	FRA	1025	1135	70
8949	MUC	FRA	1100	1210	70
8847	MUC	FRA	1405	1515	70
8985	MUC	FRA	1525	1635	70
4615	MUC	GOA	900	1035	95
4617	MUC	GOA	1940	2120	100
9167	MUC	HAM	655	810	75
9169	MUC	HAM	905	1020	75
9171	MUC	HAM	1030	1145	75
9173	MUC	HAM	1105	1220	75
9098	MUC	HEL	1115	1515	180
8938	MUC	LIS	1115	1325	190
9183	MUC	LHR	725	830	125
8885	MUC	LHR	1020	1125	125
9175	MUC	LHR	1305	1410	125
8860	MUC	LAX	1115	1430	735
9026	MUC	LYS	1055	1215	80
8912	MUC	MRS	1045	1225	100
9040	MUC	MXP	1855	2005	70
4593	MUC	NAP	915	1105	110
8871	MUC	JFK	1530	1825	535
9255	MUC	EWR	1115	1415	540
8908	MUC	NCE	1055	1220	85
8786	MUC	OSL	1135	1350	135
8788	MUC	OSL	1900	2115	135
9186	MUC	CDG	1045	1225	100
9188	MUC	CDG	1435	1615	100
9190	MUC	CDG	1905	2040	95
9212	MUC	FCO	1040	1210	90
8883	MUC	SFO	1535	1830	715
9134	MUC	SOF	1125	1430	125
9222	MUC	ARN	905	1120	135
8776	MUC	ARN	1105	1320	135
8790	MUC	ARN	1910	2125	135
4623	MUC	TRS	1040	1150	70
4625	MUC	TRS	1945	2055	70
4629	MUC	VCE	900	1010	70
4627	MUC	VCE	1105	1210	65
4601	MUC	VCE	1935	2045	70
4637	MUC	VRN	900	1010	70
4631	MUC	VRN	1050	1200	70
4633	MUC	VRN	1925	2035	70
9088	MUC	VIE	1105	1210	65
9093	MUC	WAW	1050	1220	90
8894	MUC	WAW	1455	1625	90
963	MUC	IAD	1200	1530	570
1947	MYR	CLT	635	725	50
1949	MYR	CLT	1035	1125	50
1906	MYR	CLT	1215	1305	50
1835	MYR	CLT	1555	1645	50
1831	MYR	CLT	1800	1850	50
1946	MYR	CLT	1945	2035	50
9591	NAN	AKL	430	735	185
9539	NAN	AKL	1330	1630	180
9576	NAN	LAX	2225	3815	650
8263	NGO	NRT	1220	1325	65
4706	QJZ	CDG	614	925	191
4592	NAP	MUC	1205	1350	105
2901	BNA	CLT	725	936	71
2683	BNA	CLT	1040	1250	70
2765	BNA	CLT	1500	1711	71
2897	BNA	CLT	1855	2106	71
5775	BNA	ORD	725	909	104
5781	BNA	ORD	925	1109	104
7405	BNA	ORD	1205	1350	105
5763	BNA	ORD	1520	1704	104
5773	BNA	ORD	1700	1844	104
5783	BNA	ORD	1822	2005	103
5785	BNA	DEN	830	1020	170
6891	BNA	DEN	840	1029	169
6889	BNA	DEN	1420	1607	167
5787	BNA	DEN	1420	1610	170
6818	BNA	DEN	1715	1903	168
5799	BNA	DEN	1715	1905	170
2802	BNA	PHL	1130	1428	118
2889	BNA	PHL	1340	1643	123
2361	BNA	PIT	940	1206	86
2475	BNA	PIT	1840	2108	88
8672	BNA	YYZ	1050	1342	112
8682	BNA	YYZ	1800	2055	115
7334	BNA	IAD	900	1140	100
5778	BNA	IAD	1315	1555	100
7338	BNA	IAD	1747	2028	101
1971	NAS	CLT	1215	1417	122
1969	NAS	CLT	1615	1817	122
9617	NAS	FLL	705	810	65
9637	NAS	FLL	730	835	65
9652	NAS	FLL	740	845	65
9644	NAS	FLL	800	905	65
9630	NAS	FLL	835	940	65
9660	NAS	FLL	855	1000	65
9594	NAS	FLL	900	1005	65
9657	NAS	FLL	926	1030	64
9600	NAS	FLL	930	1035	65
9605	NAS	FLL	940	1045	65
9639	NAS	FLL	1000	1105	65
9629	NAS	FLL	1005	1110	65
9659	NAS	FLL	1035	1140	65
9633	NAS	FLL	1125	1230	65
9608	NAS	FLL	1130	1235	65
9626	NAS	FLL	1240	1345	65
9640	NAS	FLL	1259	1404	65
9618	NAS	FLL	1330	1435	65
9662	NAS	FLL	1425	1525	60
9645	NAS	FLL	1515	1614	59
9622	NAS	FLL	1611	1711	60
9642	NAS	FLL	1620	1725	65
9651	NAS	FLL	1710	1810	60
9593	NAS	FLL	1740	1845	65
9602	NAS	FLL	1820	1925	65
9619	NAS	FLL	1845	1950	65
9607	NAS	FLL	1909	2014	65
9610	NAS	MIA	700	800	60
9664	NAS	MIA	730	835	65
9602	NAS	MIA	830	935	65
9625	NAS	MIA	920	1025	65
9641	NAS	MIA	925	1030	65
9612	NAS	MIA	1030	1130	60
9600	NAS	MIA	1035	1135	60
9644	NAS	MIA	1126	1230	64
9646	NAS	MIA	1210	1315	65
9605	NAS	MIA	1320	1425	65
9606	NAS	MIA	1340	1445	65
9624	NAS	MIA	1420	1520	60
9661	NAS	MIA	1425	1520	55
9618	NAS	MIA	1510	1614	64
9645	NAS	MIA	1629	1729	60
9660	NAS	MIA	1640	1740	60
9632	NAS	MIA	1720	1825	65
9663	NAS	MIA	1734	1839	65
9667	NAS	MIA	1755	1905	70
1975	NAS	PHL	1155	1436	161
1977	NAS	DCA	1200	1425	145
3558	EWN	CLT	605	730	85
3559	EWN	CLT	715	840	85
3560	EWN	CLT	1005	1130	85
3561	EWN	CLT	1155	1320	85
3562	EWN	CLT	1355	1520	85
3563	EWN	CLT	1535	1700	85
3564	EWN	CLT	1740	1900	80
3565	EWN	CLT	1925	2050	85
1928	MSY	CLT	830	1116	106
2803	MSY	CLT	955	1247	112
1907	MSY	CLT	1210	1501	111
1702	MSY	CLT	1550	1836	106
2650	MSY	CLT	1800	2051	111
642	MSY	ORD	720	938	138
1692	MSY	ORD	1000	1222	142
1544	MSY	ORD	1251	1515	144
1560	MSY	ORD	1253	1515	142
7341	MSY	ORD	1440	1703	143
760	MSY	ORD	1745	2007	142
392	MSY	ORD	1752	2015	143
393	MSY	DEN	850	1034	164
415	MSY	DEN	855	1039	164
1161	MSY	DEN	1424	1608	164
1542	MSY	DEN	1432	1616	164
1221	MSY	DEN	1720	1904	164
1157	MSY	DEN	1720	1905	165
279	MSY	LAX	800	949	229
1107	MSY	LAX	800	957	237
1695	MSY	LAX	1000	1157	237
331	MSY	LAX	1525	1720	235
285	MSY	LAX	1850	2037	227
2318	MSY	PHL	845	1236	171
1866	MSY	PHL	1110	1446	156
1793	MSY	PHL	1410	1756	166
1871	MSY	PIT	1130	1448	138
1233	MSY	SFO	700	920	260
8391	MSY	YYZ	1335	1718	163
7916	MSY	IAD	820	1200	160
1198	MSY	IAD	1200	1524	144
1166	MSY	IAD	1200	1528	148
7918	MSY	IAD	1640	2025	165
853	JFK	PEK	900	4500	1440
1668	JFK	ORD	1855	2044	169
8840	JFK	FRA	1600	2935	455
8873	JFK	FRA	1745	3120	455
8842	JFK	FRA	2130	3445	435
956	JFK	LHR	1850	3050	420
904	JFK	LHR	2105	3320	435
9	JFK	LAX	700	957	357
29	JFK	LAX	715	1002	347
15	JFK	LAX	845	1137	352
19	JFK	LAX	1145	1424	339
21	JFK	LAX	1415	1654	339
25	JFK	LAX	1615	1912	357
27	JFK	LAX	1625	1916	351
905	JFK	LAX	1830	2137	367
8870	JFK	MUC	2015	3405	470
3	JFK	SFO	700	1006	366
853	JFK	SFO	900	1206	366
5	JFK	SFO	1130	1430	360
7	JFK	SFO	1400	1700	360
863	JFK	SFO	1740	2049	360
11	JFK	SFO	1915	2237	382
1667	JFK	SJU	915	1303	228
9261	JFK	GRU	1940	3010	570
4669	JFK	ICN	2350	3030	1060
853	JFK	TPE	900	4510	1450
8229	JFK	NRT	1215	3850	815
801	JFK	NRT	1300	3950	830
8625	JFK	YVR	730	1025	355
9468	JFK	VIE	1830	3310	520
7799	JFK	IAD	625	749	84
7803	JFK	IAD	1030	1154	84
7801	JFK	IAD	1355	1525	90
7809	JFK	IAD	1430	1600	90
7811	JFK	IAD	1710	1844	94
7817	JFK	IAD	1805	1939	94
7815	JFK	IAD	1825	2000	95
7933	JFK	IAD	1855	2030	95
2914	LGA	BOS	600	652	52
2916	LGA	BOS	700	759	59
2918	LGA	BOS	800	902	62
2920	LGA	BOS	900	1001	61
2922	LGA	BOS	1000	1103	63
2924	LGA	BOS	1100	1203	63
2926	LGA	BOS	1200	1259	59
2928	LGA	BOS	1300	1404	64
2930	LGA	BOS	1400	1505	65
2932	LGA	BOS	1500	1603	63
2934	LGA	BOS	1600	1706	66
2936	LGA	BOS	1700	1808	60
2938	LGA	BOS	1800	1905	65
2940	LGA	BOS	1900	2005	65
2942	LGA	BOS	2000	2110	70
667	LGA	ORD	600	709	120
669	LGA	ORD	700	823	143
671	LGA	ORD	800	920	140
881	LGA	ORD	900	1024	144
673	LGA	ORD	900	1029	149
675	LGA	ORD	1000	1127	147
677	LGA	ORD	1100	1224	144
679	LGA	ORD	1200	1323	143
681	LGA	ORD	1300	1423	143
1007	LGA	ORD	1400	1527	147
683	LGA	ORD	1400	1529	149
685	LGA	ORD	1500	1624	144
687	LGA	ORD	1600	1728	148
689	LGA	ORD	1700	1830	150
693	LGA	ORD	1800	1930	150
695	LGA	ORD	1900	2030	150
697	LGA	ORD	2000	2122	142
401	LGA	DEN	600	807	247
365	LGA	DEN	610	810	240
403	LGA	DEN	815	1030	255
1117	LGA	DEN	830	1040	250
405	LGA	DEN	1110	1326	256
333	LGA	DEN	1350	1556	246
779	LGA	DEN	1350	1602	252
1091	LGA	DEN	1640	1900	260
499	LGA	DEN	1705	1920	255
847	LGA	MVD	1915	3545	930
8431	LGA	YUL	640	757	77
8375	LGA	YUL	900	1020	80
8377	LGA	YUL	1100	1217	77
8379	LGA	YUL	1500	1616	76
8381	LGA	YUL	1655	1812	77
8383	LGA	YUL	1930	2047	77
8415	LGA	YOW	755	918	83
8421	LGA	YOW	1530	1653	83
8423	LGA	YOW	1855	2018	83
1007	LGA	SJO	1400	2346	706
881	LGA	ICN	900	4350	1310
881	LGA	SIN	900	4740	1600
8573	LGA	YYZ	655	826	91
8577	LGA	YYZ	910	1047	97
8447	LGA	YYZ	1010	1140	90
8581	LGA	YYZ	1110	1238	88
8583	LGA	YYZ	1210	1339	89
8585	LGA	YYZ	1510	1641	91
8587	LGA	YYZ	1610	1744	94
8589	LGA	YYZ	1710	1844	94
8591	LGA	YYZ	1810	1942	92
8429	LGA	YYZ	1945	2117	92
7209	LGA	IAD	625	749	84
7791	LGA	IAD	830	955	85
7210	LGA	IAD	1030	1149	79
7795	LGA	IAD	1230	1354	84
7212	LGA	IAD	1435	1559	84
7214	LGA	IAD	1715	1841	86
847	LGA	IAD	1915	2031	76
2961	LGA	DCA	600	659	59
2963	LGA	DCA	700	759	59
2965	LGA	DCA	800	902	62
2967	LGA	DCA	900	1009	60
2969	LGA	DCA	1000	1104	64
2971	LGA	DCA	1100	1201	61
2973	LGA	DCA	1200	1302	62
2975	LGA	DCA	1300	1407	67
2977	LGA	DCA	1400	1504	64
2979	LGA	DCA	1500	1608	60
2981	LGA	DCA	1600	1707	67
2983	LGA	DCA	1700	1808	60
2985	LGA	DCA	1800	1906	66
2987	LGA	DCA	1900	2006	66
2989	LGA	DCA	2000	2108	60
2456	EWR	CLT	600	741	101
2435	EWR	CLT	720	905	105
2484	EWR	CLT	1120	1305	105
2433	EWR	CLT	1240	1424	104
2678	EWR	CLT	1315	1500	105
2001	EWR	CLT	1505	1649	104
2478	EWR	CLT	1655	1842	107
2472	EWR	CLT	1910	2104	114
635	EWR	ORD	600	717	137
639	EWR	ORD	745	904	139
641	EWR	ORD	845	1007	142
895	EWR	ORD	945	1105	140
643	EWR	ORD	1045	1209	144
645	EWR	ORD	1245	1400	135
637	EWR	ORD	1345	1500	135
647	EWR	ORD	1445	1604	139
649	EWR	ORD	1545	1708	143
659	EWR	ORD	1645	1812	147
661	EWR	ORD	1745	1914	149
663	EWR	ORD	1905	2032	147
9364	EWR	CPH	1710	3050	460
9366	EWR	CPH	2355	3725	450
1645	EWR	DEN	720	919	239
369	EWR	DEN	805	1023	258
1555	EWR	DEN	815	1020	245
1249	EWR	DEN	1125	1323	238
427	EWR	DEN	1125	1334	240
907	EWR	DEN	1415	1620	245
499	EWR	DEN	1703	1920	257
1581	EWR	DEN	1705	1915	250
9256	EWR	DUS	1640	3015	455
8838	EWR	FRA	1755	3135	460
8380	EWR	YHZ	1030	1315	105
8622	EWR	YHZ	1530	1815	105
906	EWR	LHR	1940	3130	410
23	EWR	LAX	820	1117	357
81	EWR	LAX	830	1123	353
85	EWR	LAX	1815	2109	354
4791	EWR	MEX	115	500	285
8635	EWR	YUL	820	941	81
8627	EWR	YUL	1235	1352	77
8307	EWR	YUL	1700	1820	80
8549	EWR	YUL	1910	2023	73
9254	EWR	MUC	1820	3225	485
9414	EWR	OSL	1915	3235	440
2469	EWR	PIT	645	803	78
2423	EWR	PIT	939	1115	96
2464	EWR	PIT	1515	1636	81
2439	EWR	PIT	1810	1936	86
807	EWR	SFO	700	1000	360
1052	EWR	SFO	1145	1450	365
71	EWR	SFO	1200	1450	350
79	EWR	SFO	1815	2129	374
9368	EWR	ARN	1745	3140	475
8505	EWR	YYZ	655	828	93
8563	EWR	YYZ	930	1103	93
8697	EWR	YYZ	1135	1313	98
8593	EWR	YYZ	1710	1849	99
8571	EWR	YYZ	1915	2048	93
7300	EWR	IAD	625	743	78
7372	EWR	IAD	830	951	81
7301	EWR	IAD	1030	1157	87
7305	EWR	IAD	1435	1554	79
7188	EWR	IAD	1445	1604	79
7306	EWR	IAD	1700	1828	88
7298	EWR	IAD	1900	2019	79
3582	PHF	CLT	605	740	95
3583	PHF	CLT	755	935	100
3584	PHF	CLT	1010	1145	95
3585	PHF	CLT	1200	1330	90
3587	PHF	CLT	1745	1910	85
9055	NCE	FRA	630	815	105
9057	NCE	FRA	955	1140	105
9059	NCE	FRA	1430	1615	105
4841	NCE	LHR	1315	1425	130
8909	NCE	MUC	905	1025	80
5036	OFK	GRI	1405	1433	28
5000	OFK	EAR	630	708	38
1887	ORF	CLT	605	716	71
1885	ORF	CLT	810	928	78
1891	ORF	CLT	1025	1133	60
2740	ORF	CLT	1410	1521	71
1824	ORF	CLT	1600	1708	60
1915	ORF	CLT	1940	2048	60
7428	ORF	ORD	800	920	140
7433	ORF	ORD	945	1110	145
7706	ORF	ORD	1235	1405	150
7431	ORF	ORD	1410	1540	150
7437	ORF	ORD	1725	1852	147
2994	ORF	PHL	745	848	63
2745	ORF	PHL	1145	1243	58
1849	ORF	PHL	1540	1639	59
2755	ORF	PHL	1745	1843	58
7934	ORF	IAD	635	741	66
7936	ORF	IAD	855	955	60
7938	ORF	IAD	1040	1146	66
7942	ORF	IAD	1505	1602	57
7944	ORF	IAD	1900	1955	55
7276	ORF	IAD	1905	2000	55
7986	ORF	IAD	1935	2026	51
5134	LBF	DEN	700	708	60
5136	LBF	DEN	1310	1318	60
5138	LBF	DEN	1722	1730	60
8951	NUE	FRA	650	740	50
9191	NUE	FRA	850	940	50
8953	NUE	FRA	1055	1145	50
8987	NUE	FRA	1455	1545	50
796	OAK	ORD	625	1228	243
388	OAK	ORD	625	1230	245
330	OAK	ORD	856	1455	239
324	OAK	ORD	902	1500	238
338	OAK	ORD	1045	1641	236
1206	OAK	ORD	1116	1715	239
350	OAK	ORD	1350	1949	239
1146	OAK	ORD	1359	2000	241
1690	OAK	ORD	2300	2854	234
386	OAK	ORD	2310	2906	236
1078	OAK	DEN	600	925	145
592	OAK	DEN	600	926	146
312	OAK	DEN	705	1024	139
446	OAK	DEN	800	1124	144
458	OAK	DEN	820	1144	144
1076	OAK	DEN	822	1145	143
450	OAK	DEN	1112	1434	142
1464	OAK	DEN	1115	1439	144
1270	OAK	DEN	1410	1728	138
1198	OAK	DEN	1415	1739	144
1400	OAK	DEN	1426	1750	144
1458	OAK	DEN	1641	1958	137
1460	OAK	DEN	1649	2012	143
4781	OAK	GDL	25	615	230
906	OAK	LHR	800	3130	930
6919	OAK	LAX	640	804	84
6921	OAK	LAX	1041	1203	82
1475	OAK	LAX	1210	1327	77
288	OAK	LAX	1220	1340	80
6923	OAK	LAX	1600	1718	78
6925	OAK	LAX	1733	1853	80
1487	OAK	LAX	1840	1958	78
222	OAK	IAD	740	1534	294
236	OAK	IAD	2200	2954	294
8254	OKA	KIX	1110	1300	110
7740	OKC	ORD	608	820	132
7744	OKC	ORD	1253	1505	132
7746	OKC	ORD	1450	1702	132
7748	OKC	ORD	1750	2003	133
469	OKC	DEN	730	803	93
401	OKC	DEN	742	810	88
6837	OKC	DEN	1000	1032	92
1249	OKC	DEN	1316	1345	89
765	OKC	DEN	1317	1347	90
6997	OKC	DEN	1540	1612	92
5731	OKC	DEN	1540	1613	93
1223	OKC	DEN	1842	1915	93
465	OKC	DEN	1845	1915	90
1402	OMA	ORD	645	808	83
638	OMA	ORD	655	815	80
782	OMA	ORD	835	955	80
1284	OMA	ORD	840	1002	82
1298	OMA	ORD	1100	1226	86
772	OMA	ORD	1100	1229	89
486	OMA	ORD	1339	1508	89
1498	OMA	ORD	1343	1505	82
1582	OMA	ORD	1539	1705	86
1164	OMA	ORD	1548	1710	82
1124	OMA	ORD	1815	1943	88
450	OMA	ORD	1820	1950	90
1499	OMA	DEN	710	740	90
1073	OMA	DEN	730	758	88
417	OMA	DEN	1000	1029	89
1089	OMA	DEN	1000	1031	91
425	OMA	DEN	1006	1035	89
437	OMA	DEN	1305	1334	89
1595	OMA	DEN	1305	1335	90
1277	OMA	DEN	1520	1553	93
1587	OMA	DEN	1525	1555	90
1141	OMA	DEN	1835	1905	90
749	OMA	DEN	1840	1912	92
644	ONT	DEN	610	920	130
1078	ONT	DEN	615	925	130
440	ONT	DEN	818	1128	130
444	ONT	DEN	819	1126	127
1264	ONT	DEN	825	1133	120
268	ONT	DEN	1110	1420	130
756	ONT	DEN	1115	1424	120
270	ONT	DEN	1405	1711	126
1252	ONT	DEN	1430	1736	126
7138	ONT	DEN	1655	2004	120
6915	ONT	LAX	530	605	35
6345	ONT	LAX	725	755	30
6101	ONT	LAX	735	805	30
6347	ONT	LAX	935	1005	30
6349	ONT	LAX	1134	1205	31
6351	ONT	LAX	1400	1428	28
6107	ONT	LAX	1432	1500	28
6355	ONT	LAX	1647	1718	31
6109	ONT	LAX	1649	1720	31
6360	ONT	LAX	1845	1914	29
6096	ONT	LAX	1850	1919	29
6111	ONT	LAX	2045	2118	33
6363	ONT	LAX	2047	2120	33
650	SNA	ORD	645	1248	243
586	SNA	ORD	800	1359	239
1436	SNA	ORD	900	1452	232
786	SNA	ORD	900	1455	235
730	SNA	ORD	1119	1715	236
314	SNA	ORD	1121	1715	234
1544	SNA	ORD	1414	2010	236
332	SNA	ORD	1419	2015	236
1104	SNA	DEN	645	1006	141
1136	SNA	DEN	750	1110	140
718	SNA	DEN	820	1131	131
426	SNA	DEN	1135	1445	130
532	SNA	DEN	1141	1450	120
364	SNA	DEN	1355	1705	130
726	SNA	DEN	1405	1715	130
1504	SNA	DEN	1655	2005	130
640	SNA	DEN	1832	2141	120
460	SNA	DEN	1834	2142	120
6252	SNA	LAX	715	750	35
6256	SNA	LAX	934	1005	31
6258	SNA	LAX	1126	1155	29
6262	SNA	LAX	1430	1459	29
6264	SNA	LAX	1845	1915	30
6268	SNA	LAX	2051	2120	29
3024	SNA	PHL	825	1645	320
2641	SNA	PIT	1310	2041	271
1440	SNA	SFO	800	921	81
1578	SNA	SFO	1105	1223	78
1472	SNA	SFO	1105	1226	81
1560	SNA	SFO	1312	1429	77
502	SNA	SFO	1314	1432	78
998	SNA	SFO	1545	1702	77
220	SNA	SFO	1759	1916	77
1464	SNA	SFO	1801	1919	78
78	SNA	SFO	1935	2052	77
1468	SNA	SFO	1935	2053	78
2370	MCO	CLT	600	731	91
2520	MCO	CLT	745	916	91
2575	MCO	CLT	930	1101	91
2612	MCO	CLT	1120	1251	91
2524	MCO	CLT	1245	1416	91
2408	MCO	CLT	1515	1647	92
2547	MCO	CLT	1724	1900	96
2532	MCO	CLT	1925	2057	92
445	MCO	ORD	700	849	169
1683	MCO	ORD	725	916	171
883	MCO	ORD	910	1055	165
1297	MCO	ORD	915	1101	166
497	MCO	ORD	1200	1344	164
1195	MCO	ORD	1210	1354	164
1121	MCO	ORD	1400	1545	165
1105	MCO	ORD	1525	1715	170
1205	MCO	ORD	1655	1839	164
159	MCO	ORD	1706	1851	165
1681	MCO	ORD	1845	2029	164
1687	MCO	ORD	1851	2038	167
503	MCO	DEN	730	915	225
1157	MCO	DEN	900	1044	224
1681	MCO	DEN	1145	1327	222
1685	MCO	DEN	1155	1341	226
1689	MCO	DEN	1430	1616	226
569	MCO	DEN	1714	1900	226
701	MCO	DEN	1736	1920	224
273	MCO	LAX	755	1000	305
275	MCO	LAX	1235	1431	296
1669	MCO	LAX	1235	1436	301
277	MCO	LAX	1729	1930	301
9596	MCO	MIA	835	945	70
9594	MCO	MIA	845	950	65
9593	MCO	MIA	1045	1155	70
9620	MCO	MIA	1100	1210	70
9633	MCO	MIA	1250	1400	70
9631	MCO	MIA	1310	1420	70
9624	MCO	MIA	1620	1725	65
9643	MCO	MIA	1635	1740	65
9649	MCO	MIA	1755	1900	65
9663	MCO	MIA	1940	2050	70
1056	MCO	MIA	2035	2129	54
981	MCO	MIA	2050	2146	56
2537	MCO	PHL	610	829	139
2791	MCO	PHL	755	1015	140
2602	MCO	PHL	955	1215	140
2415	MCO	PHL	1040	1300	140
2501	MCO	PHL	1200	1419	139
2509	MCO	PHL	1400	1615	135
2637	MCO	PHL	1530	1750	140
2551	MCO	PHL	1625	1846	141
2546	MCO	PHL	1830	2051	141
2416	MCO	PIT	830	1043	133
2958	MCO	PIT	1010	1219	120
2434	MCO	PIT	1220	1435	135
2584	MCO	PIT	1440	1652	132
2625	MCO	PIT	1630	1839	120
2588	MCO	PIT	1915	2130	135
291	MCO	SFO	710	939	329
883	MCO	ICN	910	4530	1400
8425	MCO	YYZ	720	1005	165
8639	MCO	YYZ	1355	1640	165
221	MCO	IAD	925	1128	123
1516	MCO	IAD	935	1138	123
1502	MCO	IAD	1100	1303	123
920	MCO	IAD	1331	1536	125
1648	MCO	IAD	1415	1628	133
978	MCO	IAD	1810	2017	127
8238	ITM	NRT	800	910	70
8247	KIX	FUK	2030	2140	70
8293	KIX	GUM	2025	2901	205
832	KIX	HNL	1830	3105	455
8249	KIX	OKA	2000	2200	120
810	KIX	SFO	1455	3240	585
8243	KIX	CTS	1600	1755	115
8240	KIX	HND	1900	2005	65
9353	OSL	AMS	1300	1445	105
9373	OSL	CPH	845	955	70
9370	OSL	CPH	955	1105	70
9339	OSL	CPH	1330	1440	70
9402	OSL	CPH	1740	1850	70
8781	OSL	FRA	635	845	130
8783	OSL	FRA	1240	1450	130
9381	OSL	LHR	750	915	145
9393	OSL	LHR	1040	1205	145
9383	OSL	LHR	1500	1625	145
8785	OSL	MUC	740	1000	140
9415	OSL	EWR	1110	1310	480
9325	OSL	SVG	940	1030	50
9312	OSL	ARN	900	955	55
8333	YOW	ORD	715	815	120
8479	YOW	ORD	1005	1105	120
8491	YOW	ORD	1300	1400	120
8335	YOW	ORD	1725	1825	120
8402	YOW	LGA	610	723	73
8414	YOW	LGA	1345	1502	77
8420	YOW	LGA	1705	1822	77
8326	YOW	IAD	625	754	89
8328	YOW	IAD	1025	1154	89
8450	YOW	IAD	1435	1604	89
8330	YOW	IAD	1855	2024	89
6365	OXR	LAX	700	740	40
6116	OXR	LAX	710	750	40
6367	OXR	LAX	926	1005	39
6369	OXR	LAX	1126	1205	39
6120	OXR	LAX	1128	1205	37
6122	OXR	LAX	1638	1717	39
6374	OXR	LAX	2040	2120	40
6124	OXR	LAX	2041	2120	39
5176	PGA	PHX	630	745	75
5177	PGA	PHX	1100	1215	75
5124	PGA	PHX	1528	1643	75
6857	PSP	DEN	810	1115	125
6995	PSP	DEN	1430	1730	120
6617	PSP	LAS	952	1050	58
6614	PSP	LAS	1245	1342	57
6603	PSP	LAS	1550	1647	57
6127	PSP	LAX	515	604	49
6150	PSP	LAX	525	614	49
6151	PSP	LAX	700	749	49
6132	PSP	LAX	715	804	49
6152	PSP	LAX	915	958	43
6159	PSP	LAX	1012	1059	47
6136	PSP	LAX	1015	1050	35
6165	PSP	LAX	1215	1258	43
6174	PSP	LAX	1410	1451	41
6192	PSP	LAX	1639	1720	41
6144	PSP	LAX	1640	1720	40
6148	PSP	LAX	2030	2115	45
9586	PPT	LAX	225	1405	520
4702	CDG	QXG	1338	1549	131
4695	CDG	XZN	1404	1714	190
4699	CDG	ZFQ	1345	1800	255
943	CDG	ORD	1120	1345	565
9416	CDG	CPH	1110	1305	115
9426	CDG	CPH	1245	1440	115
9428	CDG	CPH	1735	1930	115
8920	CDG	DUS	910	1025	75
9067	CDG	FRA	700	825	85
9069	CDG	FRA	1045	1210	85
9073	CDG	FRA	1500	1625	85
4701	CDG	ZLN	1338	1508	90
4696	CDG	XDB	839	937	58
4705	CDG	XDB	928	1019	51
4697	CDG	XDB	1007	1126	79
4712	CDG	XDB	1052	1150	58
4700	CDG	XDB	1124	1215	51
4898	CDG	LHR	940	1000	80
4890	CDG	LHR	1330	1345	75
4892	CDG	LHR	1530	1540	70
4690	CDG	XYD	945	1150	125
4698	CDG	XYD	1011	1205	114
4692	CDG	XYD	1311	1505	114
4711	CDG	XRF	1011	1358	227
4691	CDG	XRF	1124	1455	211
4694	CDG	XPJ	1311	1701	230
9207	CDG	MUC	845	1025	100
9209	CDG	MUC	1310	1445	95
4704	CDG	QJZ	1338	1629	171
2749	CDG	PHL	1140	1415	515
2727	CDG	PHL	1340	1610	510
4710	CDG	XOP	1345	1611	146
4703	CDG	ZFJ	1338	1624	166
961	CDG	SFO	1215	1445	690
4709	CDG	XSH	1345	1520	95
4693	CDG	XHK	1311	1550	159
4597	CDG	VRN	1000	1140	100
4599	CDG	VRN	1445	1645	120
915	CDG	IAD	1300	1525	505
6851	PSC	DEN	800	1105	125
5780	PSC	DEN	1420	1725	125
6998	PSC	DEN	1420	1726	126
6672	PSC	SEA	518	615	57
6674	PSC	SEA	1449	1543	54
1712	PNS	CLT	850	1117	87
1748	PNS	CLT	1155	1425	90
1704	PNS	CLT	1600	1827	87
7684	PIA	ORD	710	806	56
5812	PIA	ORD	725	813	48
7694	PIA	ORD	1130	1230	60
7699	PIA	ORD	1605	1704	59
5818	PIA	ORD	1812	1900	48
9552	PER	AKL	1900	2920	380
2996	PHL	ALB	935	1040	65
2800	PHL	ALB	1345	1455	70
2675	PHL	ALB	1530	1634	64
2682	PHL	ALB	1950	2058	60
2694	PHL	ALB	2150	2256	66
2742	PHL	AMS	2020	3355	455
1940	PHL	ANU	1015	1436	261
1962	PHL	AUA	930	1347	257
2462	PHL	ATL	745	948	123
2489	PHL	ATL	945	1153	120
2476	PHL	ATL	1745	1953	120
2787	PHL	ATL	1945	2151	126
2716	PHL	BWI	1730	1819	49
2810	PHL	BWI	1810	1911	61
